station_name;station_id;visibility_distance;visibility_distance_quality;wind_direction;wind_direction_quality;wind_speed_avg;wind_speed_avg_quality;wind_speed_sign;wind_speed_max;wind_speed_max_quality;wind_speed_max_sign;precipitation_amount;precipitation_amount_quality;temperature_ground;temperature_ground_quality;temperature_air;temperature_air_quality;humidity;humidity_quality;time
ARSENEV;4433331;97;0;0;0;0;0;;2;0;;;5;-20.4;0;-21.2;0;84;0;1987-02-02 03:00:00
ARSENEV;4433331;;5;220;0;1;0;;2;0;;;5;-23.8;0;-22.6;0;87;0;1987-02-02 00:00:00
ARSENEV;4433331;;5;230;0;3;0;;4;0;;;5;-37.7;2;-22.7;0;74;0;1987-02-01 21:00:00
ARSENEV;4433331;;5;0;0;0;0;;3;0;;;5;-37.5;2;-26.2;0;83;0;1987-02-01 18:00:00
ARSENEV;4433331;;5;0;0;0;0;;3;0;;;5;-32.4;0;-23.4;0;71;0;1987-02-01 15:00:00
ARSENEV;4433331;;5;60;0;2;0;;3;0;;;5;-22.4;0;-12.6;0;40;0;1987-02-01 12:00:00
ARSENEV;4433331;98;0;260;0;2;0;;4;0;;;5;-6.5;0;-10.3;0;40;0;1987-02-01 09:00:00
ARSENEV;4433331;98;0;250;0;1;0;;5;0;;;5;-8.5;0;-13.8;0;46;0;1987-02-01 06:00:00
ARSENEV;4433331;98;0;240;0;2;0;;4;0;;;5;-29.5;0;-24.9;0;76;0;1987-02-01 03:00:00
ARSENEV;4433331;;5;220;0;4;0;;5;0;;;5;-37.7;2;-26.4;0;81;0;1987-02-01 00:00:00
ARSENEV;4433331;;5;210;0;2;0;;4;0;;;5;-12.4;0;-7.2;0;66;0;1987-02-11 21:00:00
ARSENEV;4433331;;5;200;0;1;0;;3;0;;;5;-10.3;0;-5.1;0;80;0;1987-02-11 18:00:00
ARSENEV;4433331;;5;240;0;1;0;;5;0;;;5;-8.4;0;-2.3;0;70;0;1987-02-11 15:00:00
ARSENEV;4433331;98;0;340;0;5;0;;13;0;;;5;-5;0;-4.1;0;52;0;1987-02-11 12:00:00
ARSENEV;4433331;98;0;300;0;6;0;;12;0;;;5;0.5;0;2.2;0;39;0;1987-02-11 09:00:00
ARSENEV;4433331;98;0;290;0;3;0;;6;0;;;5;1.7;0;1.7;0;55;0;1987-02-11 06:00:00
ARSENEV;4433331;97;0;220;0;3;0;;5;0;;;5;-11;0;-7.5;0;100;0;1987-02-11 03:00:00
ARSENEV;4433331;;5;0;0;0;0;;2;0;;;5;-18.8;0;-10.7;0;98;0;1987-02-11 00:00:00
ARSENEV;4433331;;5;120;0;1;0;;4;0;;;5;-19.5;0;-13.6;0;90;0;1987-02-10 21:00:00
ARSENEV;4433331;;5;60;0;1;0;;3;0;;;5;-15.7;0;-8.7;0;80;0;1987-02-10 18:00:00
ARSENEV;4433331;;5;250;0;3;0;;3;0;;;5;-14;0;-8.1;0;72;0;1987-02-10 15:00:00
ARSENEV;4433331;;5;230;0;3;0;;8;0;;;5;-2.1;0;4.5;0;51;0;1987-02-10 12:00:00
ARSENEV;4433331;98;0;280;0;2;0;;5;0;;;5;2;0;6.6;0;36;0;1987-02-10 09:00:00
ARSENEV;4433331;98;0;0;0;0;0;;3;0;;;5;0.7;0;-2.1;0;56;0;1987-02-10 06:00:00
ARSENEV;4433331;97;0;250;0;1;0;;3;0;;;5;-13.9;0;-10.7;0;96;0;1987-02-10 03:00:00
ARSENEV;4433331;;5;0;0;0;0;;3;0;;;5;-21;0;-14.5;0;98;0;1987-02-10 00:00:00
ARSENEV;4433331;;5;330;0;1;0;;3;0;;;5;-12.5;0;-8.1;0;78;0;1987-02-09 21:00:00
ARSENEV;4433331;;5;270;0;2;0;;3;0;;;5;-12.6;0;-8.2;0;75;0;1987-02-09 18:00:00
ARSENEV;4433331;;5;0;0;0;0;;3;0;;;5;-12.7;0;-7.4;0;76;0;1987-02-09 15:00:00
ARSENEV;4433331;;5;10;0;2;0;;7;0;;;5;-7.5;0;-0.6;0;41;0;1987-02-09 12:00:00
ARSENEV;4433331;98;0;10;0;4;0;;7;0;;;5;0.4;0;2.4;0;46;0;1987-02-09 09:00:00
ARSENEV;4433331;97;0;300;0;4;0;;7;0;;;5;0.5;0;3;0;51;0;1987-02-09 06:00:00
ARSENEV;4433331;97;0;240;0;2;0;;5;0;;;5;-10.5;0;-4.3;0;79;0;1987-02-09 03:00:00
ARSENEV;4433331;;5;200;0;1;0;;3;0;;;5;-12.5;0;-8.7;0;86;0;1987-02-09 00:00:00
ARSENEV;4433331;;5;210;0;1;0;;4;0;;;5;-24.7;0;-16.1;0;94;0;1987-02-08 21:00:00
ARSENEV;4433331;;5;90;0;1;0;;3;0;;;5;-22.2;0;-14.1;0;86;0;1987-02-08 18:00:00
ARSENEV;4433331;;5;60;0;1;0;;3;0;;;5;-21;0;-13.3;0;74;0;1987-02-08 15:00:00
ARSENEV;4433331;;5;0;0;0;0;;4;0;;;5;-8;0;-3.4;0;54;0;1987-02-08 12:00:00
ARSENEV;4433331;98;0;30;0;2;0;;2;0;;;5;0.2;0;0.6;0;42;0;1987-02-08 09:00:00
ARSENEV;4433331;98;0;0;0;0;0;;5;0;;;5;-3;0;-5.2;0;51;0;1987-02-08 06:00:00
ARSENEV;4433331;97;0;240;0;2;0;;4;0;;;5;-21.8;0;-13.9;0;92;0;1987-02-08 03:00:00
ARSENEV;4433331;;5;200;0;2;0;;3;0;;;5;-26.6;0;-17.5;0;96;0;1987-02-08 00:00:00
ARSENEV;4433331;;5;310;0;1;0;;2;0;;;5;-24.5;0;-15.1;0;98;0;1987-02-07 21:00:00
ARSENEV;4433331;;5;210;0;2;0;;4;0;;;5;-22.4;0;-13.5;0;88;0;1987-02-07 18:00:00
ARSENEV;4433331;;5;240;0;2;0;;4;0;;;5;-20.5;0;-11.8;0;86;0;1987-02-07 15:00:00
ARSENEV;4433331;;5;290;0;2;0;;7;0;;;5;-13.4;0;-3.4;0;39;0;1987-02-07 12:00:00
ARSENEV;4433331;99;0;270;0;4;0;;8;0;;;5;-0.3;0;-0.8;0;37;0;1987-02-07 09:00:00
ARSENEV;4433331;99;0;280;0;6;0;;9;0;;;5;-1.1;0;-2.1;0;46;0;1987-02-07 06:00:00
ARSENEV;4433331;98;0;220;0;3;0;;6;0;;;5;-20.2;0;-11.8;0;100;0;1987-02-07 03:00:00
ARSENEV;4433331;;5;230;0;1;0;;3;0;;;5;-25;0;-16.2;0;98;0;1987-02-07 00:00:00
ARSENEV;4433331;;5;210;0;1;0;;4;0;;;5;-26.5;0;-17.9;0;86;0;1987-02-06 21:00:00
ARSENEV;4433331;;5;230;0;1;0;;4;0;;;5;-29;0;-18.2;0;88;0;1987-02-06 18:00:00
ARSENEV;4433331;;5;90;0;1;0;;4;0;;;5;-25.5;0;-16.5;0;72;0;1987-02-06 15:00:00
ARSENEV;4433331;;5;120;0;3;0;;4;0;;;5;-17.3;0;-7.9;0;50;0;1987-02-06 12:00:00
ARSENEV;4433331;98;0;20;0;2;0;;4;0;;;5;-0.4;0;-2.7;0;42;0;1987-02-06 09:00:00
ARSENEV;4433331;98;0;240;0;2;0;;5;0;;;5;-5.4;0;-10;0;55;0;1987-02-06 06:00:00
ARSENEV;4433331;98;0;230;0;3;0;;7;0;;;5;-22;0;-18.3;0;85;0;1987-02-06 03:00:00
ARSENEV;4433331;;5;250;0;2;0;;5;0;;;5;-30.5;0;-20.6;0;91;0;1987-02-06 00:00:00
ARSENEV;4433331;;5;210;0;1;0;;7;0;;;5;-20.8;0;-11.4;0;56;0;1987-02-05 21:00:00
ARSENEV;4433331;;5;310;0;3;0;;6;0;;;5;-15.3;0;-9.4;0;51;0;1987-02-05 18:00:00
ARSENEV;4433331;;5;220;0;2;0;;5;0;;;5;-27.3;0;-13.7;0;56;0;1987-02-05 15:00:00
ARSENEV;4433331;;5;190;0;2;0;;3;0;;;5;-23;0;-10;0;43;0;1987-02-05 12:00:00
ARSENEV;4433331;97;0;330;0;4;0;;7;0;;;5;-4.5;0;-4.8;0;38;0;1987-02-05 09:00:00
ARSENEV;4433331;97;0;240;0;2;0;;6;0;;;5;-3.8;0;-6.6;0;44;0;1987-02-05 06:00:00
ARSENEV;4433331;97;0;240;0;3;0;;4;0;;;5;-24.2;0;-13.4;0;69;0;1987-02-05 03:00:00
ARSENEV;4433331;;5;220;0;1;0;;5;0;;;5;-27.5;0;-14.7;0;66;0;1987-02-05 00:00:00
ARSENEV;4433331;;5;210;0;1;0;;3;0;;;5;-32.5;0;-23.7;0;82;0;1987-02-18 21:00:00
ARSENEV;4433331;;5;0;0;0;0;;4;0;;;5;-31;0;-23.2;0;79;0;1987-02-18 18:00:00
ARSENEV;4433331;;5;40;0;2;0;;4;0;;;5;-25.5;0;-20.4;0;64;0;1987-02-18 15:00:00
ARSENEV;4433331;98;0;340;0;2;0;;8;0;;;5;-17.2;0;-13.8;0;48;0;1987-02-18 12:00:00
ARSENEV;4433331;98;0;300;0;5;0;;9;0;;;5;-8;0;-12.2;0;43;0;1987-02-18 09:00:00
ARSENEV;4433331;98;0;240;0;1;0;;5;0;;;5;-6.2;0;-13.1;0;54;0;1987-02-18 06:00:00
ARSENEV;4433331;98;0;250;0;2;0;;5;0;;;5;-23.5;0;-23.6;0;83;0;1987-02-18 03:00:00
ARSENEV;4433331;;5;200;0;1;0;;4;0;;;5;-32.8;0;-25.5;0;85;0;1987-02-18 00:00:00
ARSENEV;4433331;;5;210;0;1;0;;3;0;;;5;-32.9;0;-24.3;0;76;0;1987-02-17 21:00:00
ARSENEV;4433331;;5;0;0;0;0;;4;0;;;5;-29.4;0;-22.4;0;69;0;1987-02-17 18:00:00
ARSENEV;4433331;;5;230;0;2;0;;4;0;;;5;-25.6;0;-20;0;56;0;1987-02-17 15:00:00
ARSENEV;4433331;99;0;310;0;1;0;;4;0;;;5;-19.2;0;-12.7;0;40;0;1987-02-17 12:00:00
ARSENEV;4433331;99;0;270;0;1;0;;4;0;;;5;-3;0;-10.3;0;38;0;1987-02-17 09:00:00
ARSENEV;4433331;98;0;60;0;1;0;;5;0;;;5;-5.2;0;-12.6;0;45;0;1987-02-17 06:00:00
ARSENEV;4433331;98;0;270;0;1;0;;2;0;;;5;-23.8;0;-23.1;0;80;0;1987-02-17 03:00:00
ARSENEV;4433331;;5;0;0;0;0;;2;0;;;5;-34.2;0;-25.7;0;81;0;1987-02-17 00:00:00
ARSENEV;4433331;;5;270;0;3;0;;5;0;;;5;-26.5;0;-20.4;0;55;0;1987-02-16 21:00:00
ARSENEV;4433331;;5;220;0;1;0;;6;0;;;5;-23.2;0;-18.9;0;50;0;1987-02-16 18:00:00
ARSENEV;4433331;;5;300;0;4;0;;6;0;;;5;-24;0;-17.3;0;46;0;1987-02-16 15:00:00
ARSENEV;4433331;98;0;200;0;1;0;;6;0;;;5;-20.9;0;-13.9;0;38;0;1987-02-16 12:00:00
ARSENEV;4433331;99;0;280;0;3;0;;8;0;;;5;-5.5;0;-11.3;0;34;0;1987-02-16 09:00:00
ARSENEV;4433331;99;0;290;0;5;0;;9;0;;;5;-7.5;0;-13.4;0;42;0;1987-02-16 06:00:00
ARSENEV;4433331;99;0;235;0;2;0;;6;0;;;5;-22.3;0;-19.7;0;54;0;1987-02-16 03:00:00
ARSENEV;4433331;;5;220;0;4;0;;7;0;;;5;-25.6;0;-19.9;0;52;0;1987-02-16 00:00:00
ARSENEV;4433331;;5;220;0;3;0;;6;0;;;5;-28.3;0;-21.2;0;59;0;1987-02-15 21:00:00
ARSENEV;4433331;;5;240;0;3;0;;8;0;;;5;-25.6;0;-19.9;0;56;0;1987-02-15 18:00:00
ARSENEV;4433331;;5;280;0;5;0;;9;0;;;5;-18.5;0;-15.5;0;55;0;1987-02-15 15:00:00
ARSENEV;4433331;98;0;270;0;2;0;;10;0;;;5;-21;0;-15.3;0;45;0;1987-02-15 12:00:00
ARSENEV;4433331;98;0;280;0;6;0;;11;0;;;5;-11.4;0;-12.8;0;39;0;1987-02-15 09:00:00
ARSENEV;4433331;98;0;270;0;6;0;;9;0;;;5;-12;0;-14;0;41;0;1987-02-15 06:00:00
ARSENEV;4433331;98;0;230;0;4;0;;6;0;;;5;-25.5;0;-20.8;0;60;0;1987-02-15 03:00:00
ARSENEV;4433331;;5;230;0;3;0;;5;0;;;5;-30.2;0;-22.3;0;61;0;1987-02-15 00:00:00
ARSENEV;4433331;;5;210;0;2;0;;5;0;;;5;-17;0;-17.1;0;85;0;1987-02-14 21:00:00
ARSENEV;4433331;;5;50;0;4;0;;6;0;;;5;-16.4;0;-16.8;0;94;0;1987-02-14 18:00:00
ARSENEV;4433331;;5;40;0;4;0;;6;0;;;5;-15;0;-15.9;0;90;0;1987-02-14 15:00:00
ARSENEV;4433331;98;0;250;0;2;0;;8;0;;;5;-17.1;0;-15.5;0;48;0;1987-02-14 12:00:00
ARSENEV;4433331;98;0;300;0;5;0;;9;0;;;5;-11.7;0;-14.3;0;38;0;1987-02-14 09:00:00
ARSENEV;4433331;98;0;300;0;6;0;;10;0;;;5;-11.2;0;-15.3;0;49;0;1987-02-14 06:00:00
ARSENEV;4433331;98;0;230;0;3;0;;6;0;;;5;-20.6;0;-18.9;0;88;0;1987-02-14 03:00:00
ARSENEV;4433331;;5;220;0;2;0;;3;0;;1.8;0;-25.7;0;-19.7;0;91;0;1987-02-14 00:00:00
ARSENEV;4433331;;5;0;0;0;0;;2;0;;;5;-35.4;0;-25.5;0;69;0;1987-02-13 21:00:00
ARSENEV;4433331;;5;240;0;2;0;;2;0;;;5;-30.4;0;-24.3;0;58;0;1987-02-13 18:00:00
ARSENEV;4433331;;5;330;0;1;0;;3;0;;;5;-26.8;0;-21.7;0;53;0;1987-02-13 15:00:00
ARSENEV;4433331;97;0;20;0;3;0;;5;0;;0;0;-14.2;0;-15.2;0;71;0;1987-02-13 12:00:00
ARSENEV;4433331;97;0;330;0;2;0;;3;0;;;5;-8.6;0;-13.7;0;49;0;1987-02-13 09:00:00
ARSENEV;4433331;97;0;270;0;2;0;;4;0;;;5;-6.8;0;-17.2;0;65;0;1987-02-13 06:00:00
ARSENEV;4433331;97;0;250;0;2;0;;3;0;;;5;-25.2;0;-25;0;71;0;1987-02-13 03:00:00
ARSENEV;4433331;;5;210;0;1;0;;3;0;;;5;-34;0;-26.3;0;73;0;1987-02-13 00:00:00
ARSENEV;4433331;;5;330;0;3;0;;7;0;;;5;-18;0;-15.4;0;46;0;1987-02-12 21:00:00
ARSENEV;4433331;;5;350;0;3;0;;8;0;;;5;-16.3;0;-13.3;0;44;0;1987-02-12 18:00:00
ARSENEV;4433331;;5;320;0;5;0;;11;0;;;5;-12;0;-9.5;0;47;0;1987-02-12 15:00:00
ARSENEV;4433331;98;0;250;0;1;0;;7;0;;;5;-20.3;0;-15.2;0;37;0;1987-02-12 12:00:00
ARSENEV;4433331;98;0;320;0;6;0;;9;0;;;5;-6.5;0;-13.3;0;34;0;1987-02-12 09:00:00
ARSENEV;4433331;98;0;300;0;5;0;;8;0;;;5;-4.6;0;-13.8;0;37;0;1987-02-12 06:00:00
ARSENEV;4433331;98;0;200;0;2;0;;4;0;;;5;-16.6;0;-16.7;0;44;0;1987-02-12 03:00:00
ARSENEV;4433331;;5;300;0;2;0;;8;0;;;5;-21.2;0;-16.5;0;48;0;1987-02-12 00:00:00
ARSENEV;4433331;;5;230;0;2;0;;4;0;;;5;-16.1;0;-14.2;0;93;0;1987-02-25 21:00:00
ARSENEV;4433331;;5;240;0;2;0;;4;0;;;5;-16;0;-13.6;0;86;0;1987-02-25 18:00:00
ARSENEV;4433331;;5;230;0;1;0;;6;0;;;5;-15;0;-13;0;71;0;1987-02-25 15:00:00
ARSENEV;4433331;96;0;290;0;3;0;;8;0;;0.3;0;-12;0;-12.5;0;88;0;1987-02-25 12:00:00
ARSENEV;4433331;97;0;330;0;4;0;;9;0;;;5;-10;0;-11.4;0;60;0;1987-02-25 09:00:00
ARSENEV;4433331;96;0;290;0;3;0;;8;0;;;5;-9.2;0;-12;0;82;0;1987-02-25 06:00:00
ARSENEV;4433331;97;0;270;0;3;0;;4;0;;;5;-15.4;0;-14.7;0;90;0;1987-02-25 03:00:00
ARSENEV;4433331;;5;230;0;1;0;;3;0;;0.4;0;-17.5;0;-15.1;0;93;0;1987-02-25 00:00:00
ARSENEV;4433331;;5;240;0;1;0;;3;0;;;5;-10;0;-9.4;0;82;0;1987-02-24 21:00:00
ARSENEV;4433331;;5;275;0;2;0;;6;0;;;5;-9.4;0;-7.5;0;76;0;1987-02-24 18:00:00
ARSENEV;4433331;;5;240;0;2;0;;4;0;;;5;-8.6;0;-5.6;0;82;0;1987-02-24 15:00:00
ARSENEV;4433331;98;0;350;0;3;0;;7;0;;;5;-13.8;0;-9.5;0;54;0;1987-02-24 12:00:00
ARSENEV;4433331;98;0;340;0;3;0;;7;0;;;5;-3.6;0;-6.6;0;51;0;1987-02-24 09:00:00
ARSENEV;4433331;98;0;260;0;2;0;;5;0;;;5;-4;0;-7.2;0;47;0;1987-02-24 06:00:00
ARSENEV;4433331;97;0;240;0;3;0;;5;0;;;5;-15.8;0;-12.5;0;85;0;1987-02-24 03:00:00
ARSENEV;4433331;;5;200;0;1;0;;3;0;;0.4;0;-13.3;0;-10.8;0;94;0;1987-02-24 00:00:00
ARSENEV;4433331;;5;20;0;1;0;;4;0;;;5;-12.4;0;-7.8;0;81;0;1987-02-23 21:00:00
ARSENEV;4433331;;5;20;0;1;0;;3;0;;;5;-11.8;0;-7;0;77;0;1987-02-23 18:00:00
ARSENEV;4433331;;5;30;0;2;0;;4;0;;;5;-9.9;0;-6.1;0;68;0;1987-02-23 15:00:00
ARSENEV;4433331;95;0;250;0;3;0;;9;0;;4.7;0;-3.6;0;-4;0;92;0;1987-02-23 12:00:00
ARSENEV;4433331;96;0;330;0;2;0;;4;0;;;5;0;0;-1.3;0;95;0;1987-02-23 09:00:00
ARSENEV;4433331;97;0;40;0;3;0;;6;0;;;5;0;0;-1.6;0;90;0;1987-02-23 06:00:00
ARSENEV;4433331;95;0;60;0;1;0;;2;0;;;5;-4.5;0;-5.4;0;95;0;1987-02-23 03:00:00
ARSENEV;4433331;;5;30;0;1;0;;4;0;;;5;-8.8;0;-6.6;0;72;0;1987-02-23 00:00:00
ARSENEV;4433331;;5;0;0;0;0;;3;0;;;5;-18.3;0;-16.3;0;76;0;1987-02-22 21:00:00
ARSENEV;4433331;;5;210;0;1;0;;4;0;;;5;-16.9;0;-15.6;0;71;0;1987-02-22 18:00:00
ARSENEV;4433331;;5;210;0;2;0;;5;0;;;5;-13.7;0;-11.7;0;61;0;1987-02-22 15:00:00
ARSENEV;4433331;98;0;60;0;2;0;;4;0;;;5;-4.5;0;-2.3;0;49;0;1987-02-22 12:00:00
ARSENEV;4433331;98;0;40;0;2;0;;4;0;;;5;0.1;0;-0.8;0;44;0;1987-02-22 09:00:00
ARSENEV;4433331;98;0;205;0;1;0;;3;0;;;5;2.3;0;-5.3;0;58;0;1987-02-22 06:00:00
ARSENEV;4433331;98;0;260;0;1;0;;4;0;;;5;-15.8;0;-15.5;0;85;0;1987-02-22 03:00:00
ARSENEV;4433331;;5;220;0;2;0;;4;0;;;5;-22.3;0;-17.4;0;87;0;1987-02-22 00:00:00
ARSENEV;4433331;;5;240;0;2;0;;5;0;;;5;-23.3;0;-18.1;0;69;0;1987-02-21 21:00:00
ARSENEV;4433331;;5;70;0;1;0;;3;0;;;5;-27;0;-18.8;0;73;0;1987-02-21 18:00:00
ARSENEV;4433331;;5;300;0;1;0;;7;0;;;5;-22.8;0;-16.8;0;65;0;1987-02-21 15:00:00
ARSENEV;4433331;;5;0;0;0;0;;3;0;;;5;-9.3;0;-5;0;38;0;1987-02-21 12:00:00
ARSENEV;4433331;98;0;330;0;2;0;;4;0;;;5;-1;0;-3.6;0;38;0;1987-02-21 09:00:00
ARSENEV;4433331;98;0;280;0;2;0;;5;0;;;5;0.7;0;-6.8;0;48;0;1987-02-21 06:00:00
ARSENEV;4433331;98;0;230;0;3;0;;6;0;;;5;-16;0;-18.1;0;72;0;1987-02-21 03:00:00
ARSENEV;4433331;;5;270;0;1;0;;5;0;;;5;-24.8;0;-19.3;0;73;0;1987-02-21 00:00:00
ARSENEV;4433331;;5;0;0;0;0;;5;0;;;5;-31.4;0;-23.5;0;78;0;1987-02-20 21:00:00
ARSENEV;4433331;;5;230;0;1;0;;4;0;;;5;-30.3;0;-22.7;0;78;0;1987-02-20 18:00:00
ARSENEV;4433331;;5;210;0;2;0;;5;0;;;5;-25.8;0;-19.7;0;64;0;1987-02-20 15:00:00
ARSENEV;4433331;98;0;250;0;2;0;;5;0;;;5;-14.5;0;-8.9;0;41;0;1987-02-20 12:00:00
ARSENEV;4433331;98;0;270;0;4;0;;6;0;;;5;-3.2;0;-7.3;0;41;0;1987-02-20 09:00:00
ARSENEV;4433331;98;0;210;0;2;0;;5;0;;;5;-2.6;0;-9.6;0;54;0;1987-02-20 06:00:00
ARSENEV;4433331;98;0;240;0;4;0;;6;0;;;5;-19.3;0;-21.2;0;76;0;1987-02-20 03:00:00
ARSENEV;4433331;;5;240;0;4;0;;6;0;;;5;-27.9;0;-22.7;0;78;0;1987-02-20 00:00:00
ARSENEV;4433331;;5;0;0;0;0;;2;0;;;5;-32.5;0;-24.8;0;85;0;1987-02-19 21:00:00
ARSENEV;4433331;;5;0;0;0;0;;2;0;;;5;-29;0;-23.6;0;82;0;1987-02-19 18:00:00
ARSENEV;4433331;;5;200;0;2;0;;4;0;;;5;-25.5;0;-20.7;0;65;0;1987-02-19 15:00:00
ARSENEV;4433331;99;0;250;0;2;0;;5;0;;;5;-18.9;0;-13.1;0;43;0;1987-02-19 12:00:00
ARSENEV;4433331;98;0;270;0;3;0;;6;0;;;5;-5.1;0;-10.9;0;41;0;1987-02-19 09:00:00
ARSENEV;4433331;98;0;290;0;2;0;;4;0;;;5;-6.7;0;-12.2;0;50;0;1987-02-19 06:00:00
ARSENEV;4433331;97;0;0;0;0;0;;3;0;;;5;-21.3;0;-22.4;0;83;0;1987-02-19 03:00:00
ARSENEV;4433331;;5;160;0;1;0;;4;0;;;5;-33;0;-25.9;0;87;0;1987-02-19 00:00:00
ARSENEV;4433331;;5;190;0;1;0;;4;0;;;5;-22;0;-16.5;0;71;0;1987-03-04 21:00:00
ARSENEV;4433331;;5;215;0;2;0;;4;0;;;5;-22;0;-14.2;0;50;0;1987-03-04 18:00:00
ARSENEV;4433331;;5;255;0;1;0;;4;0;;;5;-16;0;-8.3;0;40;0;1987-03-04 15:00:00
ARSENEV;4433331;98;0;280;0;1;0;;3;0;;;5;-3.3;0;-3.4;0;46;0;1987-03-04 12:00:00
ARSENEV;4433331;98;0;40;0;1;0;;5;0;;;5;3;0;-1.8;0;35;0;1987-03-04 09:00:00
ARSENEV;4433331;98;0;345;0;1;0;;5;0;;;5;3.3;0;-4.3;0;40;0;1987-03-04 06:00:00
ARSENEV;4433331;98;0;230;0;2;0;;4;0;;;5;-13;0;-13.9;0;66;0;1987-03-04 03:00:00
ARSENEV;4433331;;5;220;0;3;0;;5;0;;;5;-22.8;0;-18.1;0;77;0;1987-03-04 00:00:00
ARSENEV;4433331;;5;220;0;2;0;;4;0;;;5;-22.6;0;-16.4;0;80;0;1987-03-03 21:00:00
ARSENEV;4433331;;5;220;0;2;0;;5;0;;;5;-21.4;0;-15.6;0;76;0;1987-03-03 18:00:00
ARSENEV;4433331;;5;0;0;0;0;;3;0;;;5;-20.5;0;-14.5;0;69;0;1987-03-03 15:00:00
ARSENEV;4433331;98;0;300;0;3;0;;10;0;;0;0;-8.3;0;-3.3;0;35;0;1987-03-03 12:00:00
ARSENEV;4433331;98;0;320;0;5;0;;11;0;;;5;-1.1;0;-0.6;0;30;0;1987-03-03 09:00:00
ARSENEV;4433331;98;0;300;0;7;0;;13;0;;;5;-1.6;0;-0.8;0;35;0;1987-03-03 06:00:00
ARSENEV;4433331;98;0;240;0;4;0;;6;0;;;5;-9.7;0;-7.2;0;69;0;1987-03-03 03:00:00
ARSENEV;4433331;;5;210;0;1;0;;3;0;;;5;-13.4;0;-13.1;0;75;0;1987-03-03 00:00:00
ARSENEV;4433331;;5;220;0;2;0;;4;0;;;5;-15.1;0;-12.3;0;79;0;1987-03-02 21:00:00
ARSENEV;4433331;;5;0;0;0;0;;3;0;;;5;-17.3;0;-14.7;0;76;0;1987-03-02 18:00:00
ARSENEV;4433331;;5;200;0;2;0;;3;0;;;5;-14;0;-10.5;0;74;0;1987-03-02 15:00:00
ARSENEV;4433331;98;0;280;0;1;0;;8;0;;;5;-12.9;0;-6.2;0;38;0;1987-03-02 12:00:00
