station_name;station_id;visibility_distance;visibility_distance_quality;wind_direction;wind_direction_quality;wind_speed_avg;wind_speed_avg_quality;wind_speed_sign;wind_speed_max;wind_speed_max_quality;wind_speed_max_sign;precipitation_amount;precipitation_amount_quality;temperature_ground;temperature_ground_quality;temperature_air;temperature_air_quality;humidity;humidity_quality;time
CHEKUND;5093231;99;0;270;0;1;0;;2;0;;;5;0.2;0;2.1;0;50;0;2013-04-11 03:00:00
CHEKUND;5093231;99;0;292;0;1;0;;3;0;;;5;-1.1;0;-0.7;0;56;0;2013-04-11 00:00:00
CHEKUND;5093231;99;0;0;0;0;0;;0;0;;0.5;0;0.9;0;2.5;0;100;0;2013-04-24 21:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;1.4;0;3.4;0;95;0;2013-04-24 18:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;2.6;0;6.2;0;85;0;2013-04-24 15:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;2.9;0;7;0;60;0;2013-04-24 12:00:00
CHEKUND;5093231;99;0;315;0;1;0;;1;0;;0;0;9.6;0;12.3;0;39;0;2013-04-24 09:00:00
CHEKUND;5093231;99;0;292;0;2;0;;3;0;;;5;19.4;0;13.9;0;40;0;2013-04-24 06:00:00
CHEKUND;5093231;99;0;315;0;3;0;;3;0;;;5;15.9;0;11.3;0;47;0;2013-04-24 03:00:00
CHEKUND;5093231;99;0;22;0;4;0;;5;0;;;5;7.8;0;7.1;0;66;0;2013-04-24 00:00:00
CHEKUND;5093231;99;0;0;0;0;0;;0;0;;;5;-2.4;0;-5.6;0;92;0;2013-04-23 21:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-1.9;0;-4.2;0;86;0;2013-04-23 18:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-1.2;0;-1.5;0;66;0;2013-04-23 15:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-0.6;0;2.6;0;42;0;2013-04-23 12:00:00
CHEKUND;5093231;99;0;225;0;3;0;;4;0;;;5;8.4;0;10.9;0;34;0;2013-04-23 09:00:00
CHEKUND;5093231;99;0;315;0;1;0;;3;0;;;5;20.1;0;14.4;0;26;0;2013-04-23 06:00:00
CHEKUND;5093231;99;0;360;0;3;0;;5;0;;;5;18.6;0;11.3;0;34;0;2013-04-23 03:00:00
CHEKUND;5093231;99;0;337;0;3;0;;3;0;;;5;2.1;0;2.2;0;61;0;2013-04-23 00:00:00
CHEKUND;5093231;99;0;225;0;1;0;;1;0;;;5;-3.9;0;-2.1;0;70;0;2013-04-22 21:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-4.4;0;-3.7;0;78;0;2013-04-22 18:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-3.5;0;-1.8;0;67;0;2013-04-22 15:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-3;0;2.7;0;47;0;2013-04-22 12:00:00
CHEKUND;5093231;99;0;292;0;1;0;;3;0;;;5;9.4;0;11.1;0;29;0;2013-04-22 09:00:00
CHEKUND;5093231;99;0;225;0;3;0;;4;0;;;5;17.5;0;12.6;0;27;0;2013-04-22 06:00:00
CHEKUND;5093231;99;0;247;0;1;0;;3;0;;;5;12.6;0;9.6;0;40;0;2013-04-22 03:00:00
CHEKUND;5093231;99;0;225;0;2;0;;4;0;;;5;2;0;3.5;0;55;0;2013-04-22 00:00:00
CHEKUND;5093231;99;0;0;0;0;0;;0;0;;;5;-3.4;0;-3.6;0;74;0;2013-04-21 21:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-2.9;0;-4.8;0;86;0;2013-04-21 18:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-2.4;0;-2.9;0;80;0;2013-04-21 15:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-1.6;0;0;0;66;0;2013-04-21 12:00:00
CHEKUND;5093231;99;0;0;0;0;0;;0;0;;;5;5;0;7.6;0;37;0;2013-04-21 09:00:00
CHEKUND;5093231;99;0;270;0;1;0;;1;0;;;5;16.5;0;10.3;0;33;0;2013-04-21 06:00:00
CHEKUND;5093231;99;0;247;0;3;0;;3;0;;;5;15.9;0;7.5;0;38;0;2013-04-21 03:00:00
CHEKUND;5093231;99;0;225;0;2;0;;2;0;;;5;3;0;2.4;0;65;0;2013-04-21 00:00:00
CHEKUND;5093231;99;0;0;0;0;0;;0;0;;0;0;-1.9;0;-3.8;0;87;0;2013-04-20 21:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-4.5;0;-4.9;0;90;0;2013-04-20 18:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-3.2;0;-2.8;0;71;0;2013-04-20 15:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-1.6;0;-0.1;0;52;0;2013-04-20 12:00:00
CHEKUND;5093231;99;0;337;0;3;0;;3;0;;0.4;0;3.9;0;5.1;0;41;0;2013-04-20 09:00:00
CHEKUND;5093231;99;0;225;0;3;0;;3;0;;;5;9.4;0;6.8;0;37;0;2013-04-20 06:00:00
CHEKUND;5093231;99;0;247;0;2;0;;3;0;;;5;5.9;0;2.3;0;80;0;2013-04-20 03:00:00
CHEKUND;5093231;98;0;0;0;0;0;;0;0;;;5;0.6;0;0.1;0;98;0;2013-04-20 00:00:00
CHEKUND;5093231;99;0;0;0;0;0;;0;0;;0;0;-9.5;0;-5.9;0;100;0;2013-04-19 21:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-8;0;-3.7;0;96;0;2013-04-19 18:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-6.9;0;-1.8;0;88;0;2013-04-19 15:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-5;0;0.2;0;74;0;2013-04-19 12:00:00
CHEKUND;5093231;99;0;337;0;3;0;;4;0;;;5;3.1;0;4.3;0;46;0;2013-04-19 09:00:00
CHEKUND;5093231;99;0;337;0;5;0;;9;0;;;5;2;0;6;0;37;0;2013-04-19 06:00:00
CHEKUND;5093231;99;0;247;0;3;0;;4;0;;;5;0;0;6.3;0;34;0;2013-04-19 03:00:00
CHEKUND;5093231;99;0;247;0;3;0;;4;0;;;5;-0.2;0;0;0;72;0;2013-04-19 00:00:00
CHEKUND;5093231;99;0;0;0;0;0;;0;0;;;5;-12.6;0;-6.2;0;100;0;2013-04-18 21:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-10.4;0;-5;0;95;0;2013-04-18 18:00:00
CHEKUND;5093231;;5;270;0;1;0;;1;0;;;5;-6.1;0;-1.4;0;90;0;2013-04-18 15:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-3.5;0;-1.4;0;78;0;2013-04-18 12:00:00
CHEKUND;5093231;99;0;337;0;3;0;;4;0;;;5;-1.5;0;2.8;0;65;0;2013-04-18 09:00:00
CHEKUND;5093231;99;0;22;0;4;0;;5;0;;;5;0;0;6.7;0;38;0;2013-04-18 06:00:00
CHEKUND;5093231;99;0;360;0;5;0;;5;0;;;5;0;0;5;0;45;0;2013-04-18 03:00:00
CHEKUND;5093231;99;0;270;0;1;0;;1;0;;;5;-1;0;-1.3;0;90;0;2013-04-18 00:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-1;0;2.2;0;82;0;2013-05-01 21:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-1.6;0;1.1;0;83;0;2013-05-01 18:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-1.2;0;2.6;0;68;0;2013-05-01 15:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-0.4;0;5.1;0;46;0;2013-05-01 12:00:00
CHEKUND;5093231;99;0;45;0;5;0;;7;0;;;5;10.4;0;13.1;0;43;0;2013-05-01 09:00:00
CHEKUND;5093231;99;0;22;0;5;0;;7;0;;;5;16.9;0;13.7;0;44;0;2013-05-01 06:00:00
CHEKUND;5093231;99;0;22;0;4;0;;5;0;;;5;20.7;0;13.4;0;43;0;2013-05-01 03:00:00
CHEKUND;5093231;99;0;45;0;3;0;;5;0;;;5;11.6;0;8.8;0;55;0;2013-05-01 00:00:00
CHEKUND;5093231;99;0;0;0;0;0;;0;0;;;5;-0.6;0;-0.3;0;90;0;2013-04-30 21:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-1.2;0;1.5;0;81;0;2013-04-30 18:00:00
CHEKUND;5093231;;5;315;0;3;0;;4;0;;;5;-1.5;0;2.1;0;70;0;2013-04-30 15:00:00
CHEKUND;5093231;;5;315;0;1;0;;2;0;;;5;2;0;6.5;0;51;0;2013-04-30 12:00:00
CHEKUND;5093231;99;0;45;0;4;0;;5;0;;;5;9.5;0;11.5;0;45;0;2013-04-30 09:00:00
CHEKUND;5093231;99;0;22;0;5;0;;6;0;;;5;13;0;12.4;0;43;0;2013-04-30 06:00:00
CHEKUND;5093231;99;0;337;0;4;0;;5;0;;;5;16;0;10.9;0;48;0;2013-04-30 03:00:00
CHEKUND;5093231;99;0;22;0;5;0;;5;0;;;5;11.5;0;8.5;0;57;0;2013-04-30 00:00:00
CHEKUND;5093231;99;0;0;0;0;0;;0;0;;;5;-0.7;0;-0.3;0;86;0;2013-04-29 21:00:00
CHEKUND;5093231;;5;45;0;2;0;;2;0;;;5;-3.4;0;-0.7;0;79;0;2013-04-29 18:00:00
CHEKUND;5093231;;5;45;0;1;0;;3;0;;;5;-1.4;0;2.3;0;61;0;2013-04-29 15:00:00
CHEKUND;5093231;;5;90;0;3;0;;3;0;;;5;1.8;0;7.7;0;38;0;2013-04-29 12:00:00
CHEKUND;5093231;99;0;315;0;3;0;;3;0;;;5;14.4;0;11.8;0;76;0;2013-04-29 09:00:00
CHEKUND;5093231;99;0;337;0;3;0;;4;0;;;5;20.9;0;15;0;37;0;2013-04-29 06:00:00
CHEKUND;5093231;99;0;337;0;3;0;;4;0;;;5;19.6;0;10.5;0;42;0;2013-04-29 03:00:00
CHEKUND;5093231;99;0;292;0;1;0;;3;0;;;5;9;0;6.6;0;55;0;2013-04-29 00:00:00
CHEKUND;5093231;99;0;0;0;0;0;;0;0;;;5;-3.5;0;-5;0;95;0;2013-04-28 21:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-4.5;0;-4.8;0;90;0;2013-04-28 18:00:00
CHEKUND;5093231;;5;270;0;1;0;;1;0;;;5;-2;0;-1.3;0;77;0;2013-04-28 15:00:00
CHEKUND;5093231;;5;45;0;1;0;;1;0;;;5;1.5;0;5.5;0;40;0;2013-04-28 12:00:00
CHEKUND;5093231;99;0;292;0;3;0;;5;0;;;5;12;0;13.8;0;27;0;2013-04-28 09:00:00
CHEKUND;5093231;99;0;315;0;3;0;;5;0;;;5;20.3;0;13.9;0;34;0;2013-04-28 06:00:00
CHEKUND;5093231;99;0;337;0;3;0;;5;0;;;5;16;0;10.7;0;40;0;2013-04-28 03:00:00
CHEKUND;5093231;99;0;22;0;1;0;;2;0;;;5;1.9;0;6.4;0;52;0;2013-04-28 00:00:00
CHEKUND;5093231;99;0;0;0;0;0;;0;0;;;5;-4.9;0;-4.1;0;87;0;2013-04-27 21:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-3.5;0;-3.1;0;73;0;2013-04-27 18:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-1.9;0;-1.3;0;72;0;2013-04-27 15:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-0.6;0;3.3;0;42;0;2013-04-27 12:00:00
CHEKUND;5093231;99;0;45;0;3;0;;4;0;;;5;10.5;0;12.2;0;28;0;2013-04-27 09:00:00
CHEKUND;5093231;99;0;270;0;2;0;;3;0;;;5;21.3;0;14.7;0;27;0;2013-04-27 06:00:00
CHEKUND;5093231;99;0;225;0;3;0;;4;0;;;5;17.8;0;11.7;0;30;0;2013-04-27 03:00:00
CHEKUND;5093231;99;0;225;0;1;0;;1;0;;;5;3.4;0;5.5;0;54;0;2013-04-27 00:00:00
CHEKUND;5093231;99;0;22;0;1;0;;1;0;;;5;-1.8;0;-3.6;0;92;0;2013-04-26 21:00:00
CHEKUND;5093231;;5;22;0;1;0;;2;0;;;5;-1.2;0;-1.3;0;56;0;2013-04-26 18:00:00
CHEKUND;5093231;;5;22;0;3;0;;4;0;;;5;-0.9;0;0.5;0;52;0;2013-04-26 15:00:00
CHEKUND;5093231;;5;22;0;3;0;;5;0;;;5;-0.5;0;2.4;0;53;0;2013-04-26 12:00:00
CHEKUND;5093231;99;0;225;0;1;0;;1;0;;;5;9.1;0;9.4;0;30;0;2013-04-26 09:00:00
CHEKUND;5093231;99;0;270;0;1;0;;2;0;;;5;19.6;0;10.4;0;27;0;2013-04-26 06:00:00
CHEKUND;5093231;99;0;22;0;3;0;;3;0;;;5;19.6;0;9.3;0;27;0;2013-04-26 03:00:00
CHEKUND;5093231;99;0;45;0;3;0;;3;0;;;5;1.9;0;5.5;0;39;0;2013-04-26 00:00:00
CHEKUND;5093231;99;0;22;0;3;0;;4;0;;;5;-1;0;0.5;0;63;0;2013-04-25 21:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-2.5;0;-2.8;0;95;0;2013-04-25 18:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-0.5;0;0.4;0;75;0;2013-04-25 15:00:00
CHEKUND;5093231;;5;247;0;1;0;;1;0;;;5;1.1;0;4.6;0;59;0;2013-04-25 12:00:00
CHEKUND;5093231;99;0;22;0;5;0;;7;0;;;5;8.9;0;11.8;0;28;0;2013-04-25 09:00:00
CHEKUND;5093231;99;0;22;0;5;0;;7;0;;;5;16.2;0;13.6;0;29;0;2013-04-25 06:00:00
CHEKUND;5093231;99;0;22;0;5;0;;7;0;;;5;11.4;0;11.4;0;35;0;2013-04-25 03:00:00
CHEKUND;5093231;99;0;22;0;5;0;;6;0;;;5;1.6;0;7.8;0;39;0;2013-04-25 00:00:00
CHEKUND;5093231;99;0;225;0;3;0;;4;0;;;5;4.5;0;6.6;0;87;0;2013-05-08 21:00:00
CHEKUND;5093231;;5;45;0;3;0;;4;0;;;5;8;0;12.3;0;71;0;2013-05-08 18:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;5.9;0;10.9;0;59;0;2013-05-08 15:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;8.7;0;15.3;0;41;0;2013-05-08 12:00:00
CHEKUND;5093231;99;0;22;0;4;0;;5;0;;0;0;10.5;0;11.3;0;80;0;2013-05-08 09:00:00
CHEKUND;5093231;99;0;22;0;7;0;;12;0;;;5;12.3;0;11.3;0;87;0;2013-05-08 06:00:00
CHEKUND;5093231;99;0;22;0;7;0;;12;0;;;5;16.1;0;13.3;0;71;0;2013-05-08 03:00:00
CHEKUND;5093231;99;0;22;0;5;0;;5;0;;;5;11.5;0;11.2;0;75;0;2013-05-08 00:00:00
CHEKUND;5093231;99;0;0;0;0;0;;0;0;;;5;0.1;0;1.4;0;98;0;2013-05-07 21:00:00
CHEKUND;5093231;;5;202;0;1;0;;2;0;;;5;0.2;0;3.9;0;92;0;2013-05-07 18:00:00
CHEKUND;5093231;;5;225;0;2;0;;3;0;;;5;3.1;0;7.3;0;78;0;2013-05-07 15:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;3.2;0;8.9;0;66;0;2013-05-07 12:00:00
CHEKUND;5093231;99;0;225;0;3;0;;5;0;;;5;15.6;0;18.3;0;32;0;2013-05-07 09:00:00
CHEKUND;5093231;99;0;225;0;3;0;;5;0;;;5;23.6;0;21.2;0;30;0;2013-05-07 06:00:00
CHEKUND;5093231;99;0;225;0;1;0;;3;0;;;5;22.5;0;20.5;0;33;0;2013-05-07 03:00:00
CHEKUND;5093231;99;0;0;0;0;0;;0;0;;;5;15.6;0;10.8;0;63;0;2013-05-07 00:00:00
CHEKUND;5093231;93;0;0;0;0;0;;0;0;;;5;0.4;0;0.5;0;100;0;2013-05-06 21:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;0.5;0;0.6;0;100;0;2013-05-06 18:00:00
CHEKUND;5093231;;5;225;0;1;0;;1;0;;;5;0.8;0;1;0;100;0;2013-05-06 15:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;0.9;0;1;0;100;0;2013-05-06 12:00:00
CHEKUND;5093231;99;0;22;0;3;0;;4;0;;;5;13.6;0;17.5;0;43;0;2013-05-06 09:00:00
CHEKUND;5093231;99;0;270;0;3;0;;5;0;;;5;23.5;0;17.4;0;43;0;2013-05-06 06:00:00
CHEKUND;5093231;99;0;270;0;3;0;;4;0;;;5;18.5;0;6.1;0;88;0;2013-05-06 03:00:00
CHEKUND;5093231;92;0;292;0;3;0;;4;0;;;5;4.9;0;1.4;0;100;0;2013-05-06 00:00:00
CHEKUND;5093231;97;0;0;0;0;0;;0;0;;0;0;4;0;6.3;0;91;0;2013-05-05 21:00:00
CHEKUND;5093231;;5;315;0;1;0;;1;0;;;5;4.5;0;8.9;0;54;0;2013-05-05 18:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;5.4;0;11.7;0;41;0;2013-05-05 15:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;6.2;0;13.3;0;35;0;2013-05-05 12:00:00
CHEKUND;5093231;99;0;270;0;1;0;;2;0;;4.4;0;6.7;0;5.7;0;91;0;2013-05-05 09:00:00
CHEKUND;5093231;99;0;360;0;2;0;;3;0;;;5;7.2;0;6.1;0;100;0;2013-05-05 06:00:00
CHEKUND;5093231;99;0;22;0;3;0;;3;0;;;5;6.1;0;5.5;0;100;0;2013-05-05 03:00:00
CHEKUND;5093231;99;0;360;0;2;0;;3;0;;;5;4.5;0;6;0;100;0;2013-05-05 00:00:00
CHEKUND;5093231;99;0;0;0;0;0;;0;0;;;5;-1.1;0;-0.3;0;92;0;2013-05-04 21:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-3.6;0;-1.5;0;87;0;2013-05-04 18:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-0.7;0;5.3;0;50;0;2013-05-04 15:00:00
CHEKUND;5093231;;5;45;0;3;0;;4;0;;;5;2.4;0;8;0;42;0;2013-05-04 12:00:00
CHEKUND;5093231;99;0;315;0;1;0;;2;0;;;5;16.5;0;19.4;0;28;0;2013-05-04 09:00:00
CHEKUND;5093231;99;0;292;0;1;0;;2;0;;;5;19.1;0;17.4;0;37;0;2013-05-04 06:00:00
CHEKUND;5093231;99;0;292;0;3;0;;3;0;;;5;23.3;0;15.2;0;38;0;2013-05-04 03:00:00
CHEKUND;5093231;99;0;292;0;2;0;;2;0;;;5;12.5;0;6.1;0;61;0;2013-05-04 00:00:00
CHEKUND;5093231;99;0;0;0;0;0;;0;0;;;5;-1.9;0;-2.2;0;100;0;2013-05-03 21:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-4.3;0;-0.9;0;90;0;2013-05-03 18:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;-3.4;0;0.7;0;83;0;2013-05-03 15:00:00
CHEKUND;5093231;;5;0;0;0;0;;0;0;;;5;1.1;0;3.5;0;60;0;2013-05-03 12:00:00
CHEKUND;5093231;99;0;45;0;3;0;;3;0;;;5;16.6;0;18.7;0;25;0;2013-05-03 09:00:00
CHEKUND;5093231;99;0;22;0;3;0;;3;0;;;5;24.9;0;18.9;0;23;0;2013-05-03 06:00:00
CHEKUND;5093231;99;0;270;0;1;0;;1;0;;;5;24;0;12;0;42;0;2013-05-03 03:00:00
CHEKUND;5093231;99;0;270;0;1;0;;1;0;;;5;13;0;5.3;0;61;0;2013-05-03 00:00:00
CHEKUND;5093231;99;0;0;0;0;0;;0;0;;;5;-1.1;0;-1;0;98;0;2013-05-02 21:00:00
CHEKUND;5093231;;5;22;0;1;0;;1;0;;;5;-2;0;-0.8;0;90;0;2013-05-02 18:00:00
CHEKUND;5093231;;5;45;0;3;0;;3;0;;;5;-1;0;1.8;0;80;0;2013-05-02 15:00:00
CHEKUND;5093231;;5;67;0;1;0;;1;0;;;5;1.5;0;5.3;0;57;0;2013-05-02 12:00:00
CHEKUND;5093231;99;0;45;0;3;0;;4;0;;;5;11.4;0;14.1;0;34;0;2013-05-02 09:00:00
CHEKUND;5093231;99;0;45;0;5;0;;9;0;;;5;18.9;0;15.4;0;33;0;2013-05-02 06:00:00
CHEKUND;5093231;99;0;22;0;3;0;;5;0;;;5;18.2;0;12.5;0;39;0;2013-05-02 03:00:00
