"time";"max_level";"identifier"
"2019-09-29 00:00:00";448;"05012"
"2019-09-30 00:00:00";244;"06005"
"2019-09-30 00:00:00";683;"05024"
"2019-10-01 00:00:00";238;"05805"
"2019-10-02 00:00:00";207;"06022"
"2019-10-02 00:00:00";416;"05012"
"2019-12-20 00:00:00";79;"06005"
"2019-12-20 00:00:00";333;"05004"
"2019-12-20 00:00:00";76;"05012"
"2019-12-20 00:00:00";110;"06022"
"2019-12-25 00:00:00";80;"05024"
"2019-12-25 00:00:00";88;"06022"
"2019-12-25 00:00:00";72;"05012"
"2019-12-20 00:00:00";80;"05805"
"2019-12-25 00:00:00";74;"06005"
"2019-12-20 00:00:00";80;"05024"
"2019-12-25 00:00:00";335;"05004"
"1984-01-04 00:00:00";183;"06296"
"1984-01-01 00:00:00";-118;"05024"
"1984-01-02 00:00:00";137;"06022"
"1984-01-03 00:00:00";70;"06005"
"1984-01-01 00:00:00";112;"05004"
"1984-01-03 00:00:00";222;"06027"
"1984-01-03 00:00:00";183;"06296"
"1984-01-01 00:00:00";-50;"05012"
"1984-01-03 00:00:00";-54;"05012"
"1984-01-04 00:00:00";149;"05004"
"1984-01-02 00:00:00";118;"05004"
"1984-01-04 00:00:00";-56;"05012"
"1984-01-02 00:00:00";-120;"05024"
"1984-01-02 00:00:00";-52;"05012"
"1984-01-02 00:00:00";76;"06005"
"1984-01-04 00:00:00";69;"06005"
"1984-01-03 00:00:00";135;"06022"
"1984-01-02 00:00:00";183;"06296"
"1984-01-03 00:00:00";58;"05805"
"1984-01-01 00:00:00";59;"05805"
"1984-01-04 00:00:00";54;"05805"
"1984-01-02 00:00:00";225;"06027"
"1984-01-04 00:00:00";-125;"05024"
"1984-01-04 00:00:00";133;"06022"
"1984-01-02 00:00:00";64;"05805"
"1984-01-04 00:00:00";218;"06027"
"1984-01-03 00:00:00";134;"05004"
"1984-01-01 00:00:00";227;"06027"
"1984-01-01 00:00:00";80;"06005"
"1984-01-01 00:00:00";139;"06022"
"1984-01-01 00:00:00";183;"06296"
"1984-01-03 00:00:00";-122;"05024"
"2020-02-10 00:00:00";234;"05004"
"2020-02-10 00:00:00";71;"05805"
"2020-02-10 00:00:00";64;"06005"
"2020-02-10 00:00:00";-32;"05012"
"2020-02-10 00:00:00";10;"06022"
"2020-02-10 00:00:00";-30;"05024"
"2020-02-20 00:00:00";216;"05004"
"2020-02-25 00:00:00";-47;"05012"
"2020-02-20 00:00:00";-59;"05024"
"2020-02-25 00:00:00";67;"05805"
"2020-02-20 00:00:00";64;"06005"
"2020-02-25 00:00:00";64;"06005"
"2020-02-20 00:00:00";62;"05805"
"2020-02-25 00:00:00";-4;"06022"
"2020-02-21 00:00:00";1056;"05012"
"2020-02-25 00:00:00";213;"05004"
"2020-02-20 00:00:00";-42;"05012"
"2020-02-25 00:00:00";-72;"05024"
"2020-02-20 00:00:00";0;"06022"
"2020-01-31 00:00:00";63;"06005"
"2020-02-01 00:00:00";1056;"05012"
"2020-01-31 00:00:00";1056;"05012"
"2020-02-05 00:00:00";1056;"05012"
"2020-01-31 00:00:00";-7;"05024"
"2020-01-31 00:00:00";57;"05805"
"2020-02-05 00:00:00";238;"05004"
"2020-01-30 00:00:00";1056;"05012"
"2020-02-05 00:00:00";-16;"05024"
"2020-02-05 00:00:00";51;"05805"
"2020-02-05 00:00:00";15;"06022"
"2020-01-31 00:00:00";18;"06022"
"2020-01-31 00:00:00";253;"05004"
"2020-02-05 00:00:00";64;"06005"
"2019-11-30 00:00:00";87;"05805"
"2019-11-30 00:00:00";301;"05004"
"2019-11-30 00:00:00";121;"06005"
"2019-11-30 00:00:00";6;"05024"
"2019-11-30 00:00:00";50;"05012"
"2019-11-30 00:00:00";27;"06022"
"2020-02-29 00:00:00";50;"05805"
"2020-02-29 00:00:00";-46;"05012"
"2020-02-29 00:00:00";65;"06005"
"2020-02-29 00:00:00";-84;"05024"
"2020-02-29 00:00:00";215;"05004"
"2020-02-29 00:00:00";-6;"06022"
"2019-11-25 00:00:00";30;"05012"
"2019-11-27 00:00:00";39;"05012"
"2019-11-22 00:00:00";128;"06027"
"2019-11-25 00:00:00";135;"06005"
"2019-11-25 00:00:00";304;"05004"
"2019-11-21 00:00:00";75;"05805"
"2019-11-23 00:00:00";55;"05805"
"2019-11-22 00:00:00";264;"05004"
"2019-11-27 00:00:00";127;"06005"
"2019-11-21 00:00:00";110;"06027"
"2019-11-25 00:00:00";-20;"05024"
"2019-11-21 00:00:00";152;"06005"
"2019-11-27 00:00:00";75;"05805"
"2019-11-22 00:00:00";73;"05805"
"2019-11-25 00:00:00";10;"06022"
"2019-11-25 00:00:00";79;"05805"
"2019-11-22 00:00:00";-32;"05012"
"2019-11-22 00:00:00";146;"06005"
"2019-11-23 00:00:00";143;"06005"
"2019-11-23 00:00:00";1;"05012"
"2019-11-21 00:00:00";184;"05004"
"2019-11-21 00:00:00";-75;"05012"
"2019-11-13 00:00:00";-23;"05024"
"2019-11-09 00:00:00";100;"06005"
"2019-11-11 00:00:00";88;"05805"
"2019-11-10 00:00:00";212;"05004"
"2019-11-11 00:00:00";173;"06027"
"2019-11-09 00:00:00";9;"05024"
"2019-11-09 00:00:00";94;"05805"
"2019-11-07 00:00:00";123;"05805"
"2019-11-08 00:00:00";114;"05805"
"2019-11-07 00:00:00";28;"05024"
"2019-11-07 00:00:00";103;"06005"
"2019-11-11 00:00:00";4;"06022"
"2019-11-10 00:00:00";76;"06005"
"2019-11-10 00:00:00";-11;"05024"
"2019-11-13 00:00:00";82;"05805"
"2019-11-10 00:00:00";23;"06022"
"2019-11-08 00:00:00";223;"05004"
"2019-11-07 00:00:00";189;"06027"
"2019-11-10 00:00:00";106;"05805"
"2019-11-13 00:00:00";199;"05004"
"2019-11-10 00:00:00";184;"06027"
"2019-11-10 00:00:00";15;"05012"
"2019-11-11 00:00:00";210;"05004"
"2019-11-08 00:00:00";189;"06027"
"2019-11-11 00:00:00";142;"06005"
"2019-11-11 00:00:00";14;"05012"
"2019-11-09 00:00:00";216;"05004"
"2019-11-09 00:00:00";189;"06027"
"2019-11-08 00:00:00";27;"05012"
"2019-11-09 00:00:00";27;"05012"
"2019-11-13 00:00:00";148;"06027"
"2019-11-13 00:00:00";-37;"06022"
"2019-11-08 00:00:00";102;"06005"
"2019-11-09 00:00:00";24;"06022"
"2019-11-11 00:00:00";-17;"05024"
"2019-11-13 00:00:00";141;"06005"
"2019-11-08 00:00:00";24;"05024"
"2019-11-07 00:00:00";42;"05012"
"2019-11-07 00:00:00";42;"06022"
"2019-11-08 00:00:00";28;"06022"
"2019-11-13 00:00:00";-4;"05012"
"2019-11-07 00:00:00";244;"05004"
"2020-03-05 00:00:00";50;"05805"
"2020-03-05 00:00:00";-97;"05024"
"2020-03-05 00:00:00";-43;"05012"
"2020-03-10 00:00:00";65;"06005"
"2020-03-10 00:00:00";-12;"06022"
"2020-03-10 00:00:00";-38;"05012"
"2020-03-05 00:00:00";216;"05004"
"2020-03-05 00:00:00";-8;"06022"
"2020-03-10 00:00:00";-105;"05024"
"2020-03-10 00:00:00";71;"05805"
"2020-03-10 00:00:00";217;"05004"
"2020-03-05 00:00:00";66;"06005"
"2020-03-15 00:00:00";-37;"05012"
"2020-03-15 00:00:00";64;"05805"
"2020-03-15 00:00:00";215;"05004"
"2020-03-15 00:00:00";66;"06005"
"2020-03-15 00:00:00";-15;"06022"
"2020-03-15 00:00:00";-110;"05024"
"2019-11-19 00:00:00";121;"06027"
"2019-11-15 00:00:00";-23;"05012"
"2019-11-16 00:00:00";163;"06027"
"2019-11-16 00:00:00";176;"05004"
"2019-11-14 00:00:00";-34;"06022"
"2019-11-17 00:00:00";-16;"05012"
"2019-11-17 00:00:00";165;"05004"
"2019-11-14 00:00:00";-37;"05024"
"2019-11-18 00:00:00";134;"05805"
"2019-11-19 00:00:00";95;"05805"
"2019-11-18 00:00:00";-50;"05024"
"2019-11-15 00:00:00";132;"06027"
"2019-11-16 00:00:00";132;"06005"
"2019-11-16 00:00:00";143;"05805"
"2019-11-15 00:00:00";-30;"05024"
"2019-11-19 00:00:00";155;"06005"
"2019-11-18 00:00:00";159;"05004"
"2019-11-19 00:00:00";-60;"05024"
"2019-11-17 00:00:00";-48;"05024"
"2019-11-14 00:00:00";195;"05004"
"2019-11-15 00:00:00";187;"05004"
"2019-11-17 00:00:00";-78;"06022"
"2019-11-20 00:00:00";113;"06027"
"2019-11-19 00:00:00";140;"05004"
"2019-11-20 00:00:00";-54;"05012"
"2019-11-17 00:00:00";157;"06027"
"2019-11-14 00:00:00";129;"06005"
"2019-11-20 00:00:00";154;"06005"
"2019-11-15 00:00:00";-25;"06022"
"2019-11-20 00:00:00";105;"05805"
"2019-11-17 00:00:00";142;"05805"
"2019-11-14 00:00:00";135;"06027"
"2019-11-19 00:00:00";-38;"05012"
"2019-11-15 00:00:00";118;"06005"
"2019-11-16 00:00:00";-35;"05024"
"2019-11-15 00:00:00";118;"05805"
"2019-11-20 00:00:00";16;"05024"
"2019-11-20 00:00:00";124;"05004"
"2019-11-18 00:00:00";131;"06027"
"2019-11-18 00:00:00";146;"06005"
"2019-11-17 00:00:00";131;"06005"
"2019-11-14 00:00:00";-6;"05012"
"2019-11-14 00:00:00";108;"05805"
"2019-11-20 00:00:00";-33;"06022"
"2019-11-18 00:00:00";-18;"05012"
"2019-11-16 00:00:00";-6;"05012"
"2019-11-16 00:00:00";-105;"06022"
"2020-03-25 00:00:00";64;"06005"
"2020-03-20 00:00:00";215;"05004"
"2020-03-25 00:00:00";-37;"05012"
"2020-03-20 00:00:00";-115;"05024"
"2020-03-20 00:00:00";-41;"05012"
"2020-03-24 00:00:00";-38;"05012"
"2020-03-25 00:00:00";63;"05805"
"2020-03-24 00:00:00";219;"05004"
"2020-03-25 00:00:00";220;"05004"
"2020-03-20 00:00:00";65;"06005"
"2020-03-20 00:00:00";-11;"06022"
"2020-03-25 00:00:00";-12;"06022"
"2020-03-24 00:00:00";64;"06005"
"2020-03-25 00:00:00";-120;"05024"
"2019-11-03 00:00:00";216;"06027"
"2019-11-01 00:00:00";160;"05805"
"2019-11-06 00:00:00";190;"06027"
"2019-11-03 00:00:00";130;"06005"
"2019-11-04 00:00:00";41;"06022"
"2019-11-03 00:00:00";262;"05004"
"2019-11-02 00:00:00";157;"05805"
"2019-11-02 00:00:00";63;"06022"
"2019-11-04 00:00:00";121;"06005"
"2019-11-06 00:00:00";48;"05012"
"2019-11-03 00:00:00";35;"06022"
"2019-11-04 00:00:00";215;"06027"
"2019-11-05 00:00:00";33;"05024"
"2019-11-05 00:00:00";44;"06022"
"2019-11-02 00:00:00";138;"06005"
"2019-11-06 00:00:00";28;"05024"
"2019-11-05 00:00:00";257;"05004"
"2019-10-31 00:00:00";76;"06022"
"2019-11-03 00:00:00";45;"05024"
"2019-10-31 00:00:00";265;"05004"
"2019-10-31 00:00:00";148;"05805"
"2019-11-06 00:00:00";250;"05004"
"2019-11-04 00:00:00";42;"05012"
"2019-11-01 00:00:00";40;"05012"
"2019-11-02 00:00:00";222;"06027"
"2019-11-06 00:00:00";116;"06005"
"2019-11-01 00:00:00";56;"05024"
"2019-11-05 00:00:00";46;"05012"
"2019-11-01 00:00:00";71;"06022"
"2019-11-03 00:00:00";170;"05805"
"2019-11-02 00:00:00";258;"05004"
"2019-11-04 00:00:00";158;"05805"
"2019-11-02 00:00:00";53;"05024"
"2019-11-06 00:00:00";53;"06022"
"2019-10-31 00:00:00";72;"05024"
"2019-10-31 00:00:00";239;"06027"
"2019-11-03 00:00:00";39;"05012"
"2019-10-31 00:00:00";40;"05012"
"2019-11-04 00:00:00";39;"05024"
"2019-11-04 00:00:00";263;"05004"
"2019-11-05 00:00:00";127;"06005"
"2019-11-05 00:00:00";134;"05805"
"2019-11-05 00:00:00";192;"06027"
"2019-11-01 00:00:00";259;"05004"
"2019-11-06 00:00:00";124;"05805"
"2019-10-31 00:00:00";134;"06005"
"2019-11-02 00:00:00";40;"05012"
"2019-11-01 00:00:00";137;"06005"
"2019-11-01 00:00:00";236;"06027"
"2020-03-31 00:00:00";-110;"05024"
"2020-04-01 00:00:00";65;"05805"
"2020-03-30 00:00:00";242;"05004"
"2020-04-01 00:00:00";-105;"05024"
"2020-03-31 00:00:00";67;"06005"
"2020-04-01 00:00:00";-20;"05012"
"2020-03-31 00:00:00";-24;"05012"
"2020-03-29 00:00:00";-10;"06022"
"2020-03-30 00:00:00";67;"06005"
"2020-04-01 00:00:00";253;"05004"
"2020-04-01 00:00:00";-5;"06022"
"2020-04-01 00:00:00";69;"06005"
"2020-03-31 00:00:00";249;"05004"
"2020-03-30 00:00:00";-113;"05024"
"2020-03-31 00:00:00";64;"05805"
"2020-03-31 00:00:00";-7;"06022"
"2020-03-30 00:00:00";67;"05805"
"2020-04-01 00:00:00";91;"06027"
"2020-03-30 00:00:00";-8;"06022"
"2020-03-30 00:00:00";-29;"05012"
"2020-09-24 00:00:00";868;"05004"
"2020-09-24 00:00:00";184;"05805"
"2020-09-24 00:00:00";634;"05024"
"2020-09-24 00:00:00";602;"05012"
"2020-09-24 00:00:00";342;"06005"
"2020-09-24 00:00:00";345;"06022"
"2020-09-24 00:00:00";546;"06027"
"2020-09-25 00:00:00";854;"05004"
"2020-09-25 00:00:00";190;"05805"
"2020-09-25 00:00:00";652;"05024"
"2020-09-25 00:00:00";590;"05012"
"2020-09-25 00:00:00";346;"06005"
"2020-09-25 00:00:00";345;"06022"
"2020-09-25 00:00:00";536;"06027"
"2020-09-26 00:00:00";839;"05004"
"2020-09-26 00:00:00";194;"05805"
"2020-09-26 00:00:00";658;"05024"
"2020-09-26 00:00:00";580;"05012"
"2020-09-26 00:00:00";361;"06005"
"2020-09-26 00:00:00";347;"06022"
"2020-09-26 00:00:00";528;"06027"
"2020-09-27 00:00:00";569;"05012"
"2020-09-27 00:00:00";392;"06005"
"2020-09-27 00:00:00";830;"05004"
"2020-09-27 00:00:00";341;"06022"
"2020-09-27 00:00:00";526;"06027"
"2020-09-27 00:00:00";192;"05805"
"2020-09-27 00:00:00";677;"05024"
"2020-09-28 00:00:00";820;"05004"
"2020-09-28 00:00:00";194;"05805"
"2020-09-28 00:00:00";691;"05024"
"2020-09-28 00:00:00";557;"05012"
"2020-09-28 00:00:00";384;"06005"
"2020-09-28 00:00:00";341;"06022"
"2020-09-28 00:00:00";522;"06027"
"2020-09-29 00:00:00";811;"05004"
"2020-09-29 00:00:00";197;"05805"
"2020-09-29 00:00:00";700;"05024"
"2020-09-29 00:00:00";542;"05012"
"2020-09-29 00:00:00";370;"06005"
"2020-09-29 00:00:00";354;"06022"
"2020-09-29 00:00:00";514;"06027"
"2020-09-30 00:00:00";805;"05004"
"2020-09-30 00:00:00";198;"05805"
"2020-09-30 00:00:00";704;"05024"
"2020-09-30 00:00:00";531;"05012"
"2020-09-30 00:00:00";366;"06005"
"2020-09-30 00:00:00";376;"06022"
"2020-09-30 00:00:00";514;"06027"
"2020-08-13 00:00:00";387;"05004"
"2020-08-13 00:00:00";111;"05805"
"2020-08-13 00:00:00";143;"05024"
"2020-08-13 00:00:00";178;"05012"
"2020-08-13 00:00:00";431;"06005"
"2020-08-13 00:00:00";331;"06022"
"2020-08-13 00:00:00";492;"06027"
"2020-08-14 00:00:00";415;"05004"
"2020-08-14 00:00:00";113;"05805"
"2020-08-14 00:00:00";153;"05024"
"2020-08-14 00:00:00";191;"05012"
"2020-08-14 00:00:00";419;"06005"
"2020-08-14 00:00:00";351;"06022"
"2020-08-14 00:00:00";490;"06027"
"2020-08-15 00:00:00";445;"05004"
"2020-08-15 00:00:00";128;"05805"
"2020-08-15 00:00:00";163;"05024"
"2020-08-15 00:00:00";208;"05012"
"2020-08-15 00:00:00";410;"06005"
"2020-08-15 00:00:00";407;"06022"
"2020-08-15 00:00:00";486;"06027"
"2020-08-16 00:00:00";467;"05004"
"2020-08-16 00:00:00";129;"05805"
"2020-08-16 00:00:00";175;"05024"
"2020-08-16 00:00:00";230;"05012"
"2020-08-16 00:00:00";398;"06005"
"2020-08-16 00:00:00";447;"06022"
"2020-08-16 00:00:00";499;"06027"
"2020-08-17 00:00:00";479;"05004"
"2020-08-17 00:00:00";125;"05805"
"2020-08-17 00:00:00";182;"05024"
"2020-08-17 00:00:00";247;"05012"
"2020-08-17 00:00:00";395;"06005"
"2020-08-17 00:00:00";460;"06022"
"2020-08-17 00:00:00";544;"06027"
"2020-08-18 00:00:00";491;"05004"
"2020-08-18 00:00:00";115;"05805"
"2020-08-18 00:00:00";197;"05024"
"2020-08-18 00:00:00";263;"05012"
"2020-08-18 00:00:00";407;"06005"
"2020-08-18 00:00:00";475;"06022"
"2020-08-18 00:00:00";606;"06027"
"2020-08-19 00:00:00";510;"05004"
"2020-08-19 00:00:00";115;"05805"
"2020-08-19 00:00:00";210;"05024"
"2020-08-19 00:00:00";279;"05012"
"2020-08-19 00:00:00";398;"06005"
"2020-08-19 00:00:00";493;"06022"
"2020-08-19 00:00:00";707;"06027"
"2020-09-03 00:00:00";753;"05004"
"2020-09-03 00:00:00";143;"05805"
"2020-09-03 00:00:00";400;"05024"
"2020-09-03 00:00:00";473;"05012"
"2020-09-03 00:00:00";406;"06005"
"2020-09-03 00:00:00";435;"06022"
"2020-09-03 00:00:00";611;"06027"
"2020-09-04 00:00:00";751;"05004"
"2020-09-04 00:00:00";146;"05805"
"2020-09-04 00:00:00";413;"05024"
"2020-09-04 00:00:00";481;"05012"
"2020-09-04 00:00:00";401;"06005"
"2020-09-04 00:00:00";422;"06022"
"2020-09-04 00:00:00";621;"06027"
"2020-09-05 00:00:00";751;"05004"
"2020-09-05 00:00:00";142;"05805"
"2020-09-05 00:00:00";423;"05024"
"2020-09-05 00:00:00";490;"05012"
"2020-09-05 00:00:00";386;"06005"
"2020-09-05 00:00:00";438;"06022"
"2020-09-05 00:00:00";624;"06027"
"2020-09-06 00:00:00";753;"05004"
"2020-09-06 00:00:00";143;"05805"
"2020-09-06 00:00:00";432;"05024"
"2020-09-06 00:00:00";494;"05012"
"2020-09-06 00:00:00";380;"06005"
"2020-09-06 00:00:00";442;"06022"
"2020-09-06 00:00:00";629;"06027"
"2020-09-07 00:00:00";759;"05004"
"2020-09-07 00:00:00";147;"05805"
"2020-09-07 00:00:00";441;"05024"
"2020-09-07 00:00:00";496;"05012"
"2020-09-07 00:00:00";388;"06005"
"2020-09-07 00:00:00";460;"06022"
"2020-09-07 00:00:00";637;"06027"
"2020-09-08 00:00:00";769;"05004"
"2020-09-08 00:00:00";149;"05805"
"2020-09-08 00:00:00";447;"05024"
"2020-09-08 00:00:00";496;"05012"
"2020-09-08 00:00:00";394;"06005"
"2020-09-08 00:00:00";478;"06022"
"2020-09-08 00:00:00";659;"06027"
"2020-09-09 00:00:00";799;"05004"
"2020-09-09 00:00:00";153;"05805"
"2020-09-09 00:00:00";455;"05024"
"2020-09-09 00:00:00";499;"05012"
"2020-09-09 00:00:00";384;"06005"
"2020-09-09 00:00:00";485;"06022"
"2020-09-09 00:00:00";699;"06027"
"2020-06-16 00:00:00";103;"05805"
"2020-06-13 00:00:00";236;"06005"
"2020-06-12 00:00:00";122;"05012"
"2020-06-14 00:00:00";87;"05024"
"2020-06-16 00:00:00";77;"05024"
"2020-06-12 00:00:00";226;"06005"
"2020-06-11 00:00:00";361;"05004"
"2020-06-16 00:00:00";344;"05004"
"2020-06-15 00:00:00";207;"06005"
"2020-06-14 00:00:00";216;"06005"
"2020-06-13 00:00:00";100;"05805"
"2020-06-15 00:00:00";140;"05012"
"2020-06-16 00:00:00";200;"06005"
"2020-06-11 00:00:00";98;"05805"
"2020-06-12 00:00:00";91;"05024"
"2020-06-14 00:00:00";100;"05805"
"2020-06-14 00:00:00";136;"05012"
"2020-06-14 00:00:00";161;"06022"
"2020-06-13 00:00:00";359;"05004"
"2020-06-16 00:00:00";142;"05012"
"2020-06-11 00:00:00";105;"06022"
"2020-06-11 00:00:00";199;"06005"
"2020-06-11 00:00:00";95;"05024"
"2020-06-15 00:00:00";100;"05805"
"2020-06-12 00:00:00";367;"05004"
"2020-06-12 00:00:00";100;"05805"
"2020-06-15 00:00:00";345;"05004"
"2020-06-14 00:00:00";350;"05004"
"2020-06-11 00:00:00";114;"05012"
"2020-06-13 00:00:00";130;"05012"
"2020-06-13 00:00:00";87;"05024"
"2020-06-12 00:00:00";105;"06022"
"2020-06-16 00:00:00";248;"06022"
"2020-06-15 00:00:00";208;"06022"
"2020-06-13 00:00:00";123;"06022"
"2020-06-17 00:00:00";337;"05004"
"2020-06-17 00:00:00";181;"06005"
"2020-06-17 00:00:00";267;"06022"
"2020-06-17 00:00:00";100;"05805"
"2020-06-17 00:00:00";82;"05024"
"2020-06-17 00:00:00";139;"05012"
"2020-09-10 00:00:00";821;"05004"
"2020-09-10 00:00:00";157;"05805"
"2020-09-10 00:00:00";460;"05024"
"2020-09-10 00:00:00";508;"05012"
"2020-09-10 00:00:00";382;"06005"
"2020-09-10 00:00:00";486;"06022"
"2020-09-10 00:00:00";752;"06027"
"2020-09-11 00:00:00";845;"05004"
"2020-09-11 00:00:00";153;"05805"
"2020-09-11 00:00:00";467;"05024"
"2020-09-11 00:00:00";514;"05012"
"2020-09-11 00:00:00";379;"06005"
"2020-09-11 00:00:00";494;"06022"
"2020-09-11 00:00:00";764;"06027"
"2020-09-12 00:00:00";875;"05004"
"2020-09-12 00:00:00";155;"05805"
"2020-09-12 00:00:00";481;"05024"
"2020-09-12 00:00:00";522;"05012"
"2020-09-12 00:00:00";377;"06005"
"2020-09-12 00:00:00";506;"06022"
"2020-09-12 00:00:00";760;"06027"
"2020-09-13 00:00:00";909;"05004"
"2020-09-13 00:00:00";160;"05805"
"2020-09-13 00:00:00";493;"05024"
"2020-09-13 00:00:00";530;"05012"
"2020-09-13 00:00:00";370;"06005"
"2020-09-13 00:00:00";510;"06022"
"2020-09-13 00:00:00";747;"06027"
"2020-09-14 00:00:00";942;"05004"
"2020-09-14 00:00:00";160;"05805"
"2020-09-14 00:00:00";503;"05024"
"2020-09-14 00:00:00";540;"05012"
"2020-09-14 00:00:00";358;"06005"
"2020-09-14 00:00:00";500;"06022"
"2020-09-14 00:00:00";749;"06027"
"2020-09-15 00:00:00";964;"05004"
"2020-09-15 00:00:00";164;"05805"
"2020-09-15 00:00:00";515;"05024"
"2020-09-15 00:00:00";556;"05012"
"2020-09-15 00:00:00";352;"06005"
"2020-09-15 00:00:00";475;"06022"
"2020-09-15 00:00:00";741;"06027"
"2020-09-16 00:00:00";971;"05004"
"2020-09-16 00:00:00";166;"05805"
"2020-09-16 00:00:00";526;"05024"
"2020-09-16 00:00:00";573;"05012"
"2020-09-16 00:00:00";350;"06005"
"2020-09-16 00:00:00";440;"06022"
"2020-09-16 00:00:00";734;"06027"
"2020-09-17 00:00:00";968;"05004"
"2020-09-17 00:00:00";165;"05805"
"2020-09-17 00:00:00";532;"05024"
"2020-09-17 00:00:00";594;"05012"
"2020-09-17 00:00:00";352;"06005"
"2020-09-17 00:00:00";408;"06022"
"2020-09-17 00:00:00";702;"06027"
"2020-09-18 00:00:00";959;"05004"
"2020-09-18 00:00:00";174;"05805"
"2020-09-18 00:00:00";539;"05024"
"2020-09-18 00:00:00";615;"05012"
"2020-09-18 00:00:00";354;"06005"
"2020-09-18 00:00:00";389;"06022"
"2020-09-18 00:00:00";674;"06027"
"2020-09-19 00:00:00";946;"05004"
"2020-09-19 00:00:00";173;"05805"
"2020-09-19 00:00:00";544;"05024"
"2020-09-19 00:00:00";623;"05012"
"2020-09-19 00:00:00";353;"06005"
"2020-09-19 00:00:00";377;"06022"
"2020-09-19 00:00:00";645;"06027"
"2020-09-20 00:00:00";930;"05004"
"2020-09-20 00:00:00";169;"05805"
"2020-09-20 00:00:00";558;"05024"
"2020-09-20 00:00:00";629;"05012"
"2020-09-20 00:00:00";352;"06005"
"2020-09-20 00:00:00";369;"06022"
"2020-09-20 00:00:00";621;"06027"
"2020-09-21 00:00:00";913;"05004"
"2020-09-21 00:00:00";172;"05805"
"2020-09-21 00:00:00";575;"05024"
"2020-09-21 00:00:00";628;"05012"
"2020-09-21 00:00:00";352;"06005"
"2020-09-21 00:00:00";360;"06022"
"2020-09-21 00:00:00";614;"06027"
"2020-09-22 00:00:00";897;"05004"
"2020-09-22 00:00:00";180;"05805"
"2020-09-22 00:00:00";595;"05024"
"2020-09-22 00:00:00";621;"05012"
"2020-09-22 00:00:00";350;"06005"
"2020-09-22 00:00:00";353;"06022"
